par,task,platform,completion,time,satisfaction,tspec,age,gender,confidence
86,2,Mercato,1,157.00395614967275,3.5,150,73.57155410160885,1,2.774674249613122
87,1,Mercato,1,90.55199352776954,4,70,68.2516733761288,1,4.81463542238666
88,2,Mercato,1,201.3329038401915,4.5,150,52.08413438498683,0,2.7916532767175712
89,1,Mercato,1,46.19531532487668,4.5,70,55.7302351830979,1,4.98918877406392
90,2,Mercato,0,NA,4,150,53.344605883870244,1,2.757423077837785
91,1,Mercato,1,70.60495770502435,3,70,50.715409919599495,0,4.7937668907000885
92,2,Mercato,1,187.24988364749285,3.5,150,60.356676964519224,1,2.852370733809239
93,1,Mercato,1,114.94249930142945,4,70,56.46134204577878,0,4.489593374612312
94,2,Mercato,1,192.56429721302862,3,150,62.260102638877854,1,3.5937881288230056
95,1,Mercato,1,123.25513478979663,3.5,70,66.84466513365317,0,4.939180395537123
96,2,Mercato,0,NA,4,150,58.48390909094675,0,3.60309617116984
97,1,Mercato,1,90.28634963031081,4,70,60.7927248522078,1,4.661775900534757
98,2,Mercato,0,NA,4.5,150,61.035179797790235,0,3.644963124557978
99,1,Mercato,1,89.59477816011938,3.5,70,66.0043570352043,0,3.2469244379745055
100,2,Mercato,1,175.57546708912687,3,150,53.66496407562226,0,3.4247419432236255
101,1,Mercato,0,NA,4,70,68.95757438821158,0,4.028983900091616
102,2,Mercato,1,178.86672242925837,4.5,150,68.99996070943119,1,2.2727559247125115
103,1,Mercato,0,NA,4.5,70,67.67941504282021,1,3.897269960563566
104,2,Mercato,1,160.54496248918724,4,150,51.45189873545465,1,2.6033455300533666
105,1,Mercato,1,77.10044849560626,4,70,57.163481634490516,1,4.711604875583306
106,2,Mercato,1,177.6052516019241,3.5,150,67.05938522546894,0,3.4258225984622124
107,1,Mercato,1,44.01196087793078,3.5,70,56.05130025096919,0,4.980053655411414
108,2,Mercato,0,NA,3,150,81.44170753485866,0,3.319981418117444
109,1,Mercato,1,60.2631204062072,4,70,61.26747066322594,0,4.300094068247086
110,2,Mercato,1,184.69924515894152,3.5,150,61.37010879470147,1,3.298182218055242
111,1,Mercato,1,66.38766191600506,3.5,70,56.24448936251111,0,4.76152980415357
112,2,Mercato,1,194.40684049055864,4,150,56.41606855545249,0,3.0833155893828774
113,1,Mercato,1,116.29655544531361,4,70,58.557797443830474,1,4.716352917774758
114,2,Mercato,1,163.80017646445202,3.5,150,57.77868222029532,1,3.3541693593538104
115,1,Mercato,1,63.81143749767504,4,70,60.67040590612676,0,4.934559575662006
1,2,Mercato,0,NA,3.5,150,52.8312231971293,0,3.6236211504129456
2,1,Mercato,1,78.04391632077564,3.5,70,57.407893232376374,0,4.128359009530743
3,2,Mercato,0,NA,4,150,57.368787615409516,1,3.1359603689292315
4,1,Mercato,1,93.41493521157197,3.5,70,62.657627954505784,1,4.716872394284452
5,2,Mercato,1,137.14515340053163,4.5,150,62.95139633156185,0,2.7634464864885753
6,1,Mercato,1,75.70056235393349,4,70,59.075139171189335,0,4.611110461491283
7,2,Mercato,1,179.41794506468804,3.5,150,68.080143652108,1,3.1405104771886836
8,1,Mercato,0,NA,4.5,70,52.671760731818566,0,4.875963116136154
9,2,Mercato,0,NA,4.5,150,59.94200754996573,0,3.404200143329533
10,1,Mercato,1,36.46089328008379,4.5,70,62.32610008420515,1,4.422226740398185
11,2,Mercato,1,171.5829651187758,3.5,150,57.69181524699042,1,3.045198325110026
12,1,Mercato,0,NA,4,70,58.89102068689148,1,4.534496846717325
13,2,Mercato,1,148.54825090328154,2.5,150,55.84009551533354,0,3.386963505751415
14,1,Mercato,1,98.11117790922982,4.5,70,58.434620234593204,1,4.809246576901119
15,2,Mercato,1,176.8591861902796,4.5,150,60.34265975951745,0,3.734157940388209
16,1,Mercato,1,106.29228538938101,4,70,54.85000218622464,0,4.491856002531193
17,2,Mercato,1,154.36162894268006,3.5,150,58.420867652508825,0,4.038431755954251
18,1,Mercato,0,NA,4,70,59.07625877382892,0,4.744914942367444
19,2,Mercato,1,173.35954610742823,4.5,150,56.65976231952022,0,3.063134247984336
20,1,Mercato,0,NA,4.5,70,50.83313863732786,0,4.646476679496001
21,2,Mercato,1,171.1492651310548,4.5,150,66.90857846919037,0,3.678914275990789
22,1,Mercato,1,93.64388499031529,4,70,63.89401105231431,1,4.927013705492853
23,2,Mercato,1,168.3549308650043,3.5,150,62.29441303164931,1,2.8373608075964594
24,1,Mercato,1,57.61784459063265,4,70,60.31924010449971,1,4.846000800138847
25,2,Mercato,1,160.85952053585956,4.5,150,56.8836730768576,1,2.307437029078426
26,1,Mercato,1,81.87570553681252,4.5,70,66.18839545702181,0,4.733207243370458
27,2,Mercato,1,204.68904784962382,4,150,63.31471403083208,0,2.3107484995602685
28,1,Mercato,1,82.98111713057129,3.5,70,59.21176548754748,0,4.8666598624689055
29,2,Mercato,1,142.85332975198074,4.5,150,60.93255052278355,0,3.54713297205691
30,1,Mercato,1,95.80379037564936,4.5,70,50.66101430963953,1,4.7698458582185985
31,2,Mercato,1,182.20923921224315,2.5,150,54.86058708673077,0,2.782881309103395
32,1,Mercato,1,126.02355929790949,4,70,73.94774608808211,1,4.375148659103681
33,2,Mercato,1,185.188874321674,4.5,150,67.00348616530046,1,3.122179294625847
34,1,Mercato,1,96.75508151244148,4.5,70,67.54180605094896,0,4.469773206190138
35,2,Mercato,1,150.0992335540634,3,150,58.283148002282545,1,3.460815785017682
36,1,Mercato,1,105.44723363635767,4.5,70,70.99318734865855,1,4.6048559429053375
37,2,Mercato,1,165.76857588053173,4.5,150,55.645023813367516,1,2.828462819747969
38,1,Mercato,1,136.16431309825052,4.5,70,51.432981940984334,1,4.379112210457515
39,2,Mercato,1,152.09076742073168,4,150,61.436073617206034,1,3.1531307268202506
40,1,Mercato,1,96.98731450560936,4.5,70,59.09613393391545,0,4.352979231848613
41,2,Mercato,1,165.67560668445603,3.5,150,68.07875542051481,1,3.1114650089124742
42,1,Mercato,1,129.53474382220585,4,70,67.06048621281474,1,4.535014840916159
43,2,Mercato,1,172.65831780383246,4.5,150,72.44877495910556,0,2.691116983304548
44,1,Mercato,1,94.75911172604863,4.5,70,50.57679452948899,1,4.900356599767756
45,2,Mercato,1,189.19501768981223,3,150,65.56063510509962,0,3.1709817686440944
46,1,Mercato,1,108.05947335209342,3.5,70,53.90990624537545,1,4.896067532605077
47,2,Mercato,0,NA,4,150,64.75942177928927,0,3.9612349483352367
48,1,Mercato,1,98.74468326259999,3.5,70,67.16845111508763,0,4.907542878090302
49,2,Mercato,1,170.36596231693906,4.5,150,56.483019741148205,1,3.457444334765067
50,1,Mercato,1,63.29135684484992,3.5,70,54.192855470931804,0,4.772710721499728
51,2,Mercato,1,173.78787275166385,3.5,150,57.42569485485249,0,3.3471635119496908
52,1,Mercato,1,76.90880970419661,3.5,70,54.28516317368353,0,3.687854754627303
53,2,Mercato,1,158.00184680317614,3.5,150,51.903959255491266,0,3.881639252378603
54,1,Mercato,1,152.2218946092035,3.5,70,64.76254699336364,0,4.868499363137227
55,2,Mercato,1,223.36453303797916,4.5,150,52.54867909271153,1,2.2469531135712852
56,1,Mercato,1,121.90749583023782,4.5,70,56.390747958945646,1,4.856369005484358
57,2,Mercato,1,197.34420961165793,4,150,51.46457004577012,1,3.4629425017911037
58,1,Mercato,1,128.41082520025043,4,70,55.607490896596836,1,4.883497247644563
59,2,Mercato,1,229.71138337664283,3.5,150,56.11320753039666,1,2.9641154812787196
60,1,Mercato,0,NA,4,70,62.658683636050824,1,4.435675584748595
61,2,Mercato,1,153.27251682764356,3.5,150,55.9919232047055,1,3.1364040578006165
62,1,Mercato,1,85.7874128418439,3.5,70,51.53396893578753,1,4.709731285536379
63,2,Mercato,1,128.50041778125288,4,150,58.204963858125154,1,3.167017030320474
64,1,Mercato,1,109.99584331183654,4.5,70,50.130293613651276,0,4.3842761837827045
65,2,Mercato,1,175.7746609101615,4.5,150,56.7493394759172,0,3.9165345740348494
66,1,Mercato,1,55.2671445112518,4,70,54.982433509119595,1,4.782688666642532
67,2,Mercato,0,NA,3,150,58.00017934817138,0,3.664769110871271
68,1,Mercato,1,71.00702197690364,4,70,60.01418980090004,0,4.938206459809224
69,2,Mercato,1,188.51857417254934,4.5,150,54.513844495895704,1,2.8595408399668205
70,1,Mercato,0,NA,4.5,70,50.44951164618462,1,4.922174435771694
71,2,Mercato,0,NA,4,150,77.40687335088407,0,3.485217592232092
72,1,Mercato,1,95.858986410584,4.5,70,54.26704151288882,0,4.630866323593111
73,2,Mercato,0,NA,3.5,150,57.826380912724225,0,2.941882071806904
74,1,Mercato,1,98.01145128244887,4,70,52.105763423238024,0,4.57782282825551
75,2,Mercato,1,150.94834710412587,3.5,150,57.33947373074173,1,2.9501567145593706
76,1,Mercato,1,112.607047733744,4.5,70,55.938111740190486,0,4.0842951688255384
77,2,Mercato,1,182.77780301099608,3.5,150,68.17020829854067,0,2.9036109207114396
78,1,Mercato,1,72.38156248425398,4.5,70,64.63886557558448,1,4.87531973985422
79,2,Mercato,1,155.6967653367952,4,150,63.81503207053066,0,3.3192683807544894
80,1,Mercato,1,86.3477431091566,4,70,53.766763784871706,0,4.540435721909882
81,2,Mercato,0,NA,3.5,150,59.537384002017106,0,3.533054638876439
82,1,Mercato,1,100.01272275763527,3,70,65.99832324829802,0,4.439661569954874
83,2,Mercato,1,214.09076779557566,4,150,53.17273512241786,1,2.201232853424652
84,1,Mercato,1,113.47409993911367,4.5,70,67.09560424315272,1,4.998484010311533
85,2,Mercato,1,221.44132310733158,4,150,53.829728566457185,0,2.805643957093134
86,1,Mercato,1,88.28639213223492,4,70,73.57155410160885,1,4.8689619987409385
87,2,Mercato,1,133.69444708138226,2,150,68.2516733761288,1,2.9589118987796406
88,1,Mercato,1,101.47198431560304,4,70,52.08413438498683,0,4.819917775098987
89,2,Mercato,1,187.74094894088515,2,150,55.7302351830979,1,2.878762905971906
90,1,Mercato,1,88.81206814603846,4.5,70,53.344605883870244,1,4.990428677705985
91,2,Mercato,1,142.78652562294164,4.5,150,50.715409919599495,0,2.206328339686533
92,1,Mercato,0,NA,3,70,60.356676964519224,1,4.723978808648639
93,2,Mercato,1,204.10927774646356,4,150,56.46134204577878,0,2.5676400176885017
94,1,Mercato,0,NA,4,70,62.260102638877854,1,4.921236708144093
95,2,Mercato,0,NA,3,150,66.84466513365317,0,2.63639139492333
96,1,Mercato,1,93.48328679151894,4.5,70,58.48390909094675,0,4.164528619367453
97,2,Mercato,1,187.24168775156508,4,150,60.7927248522078,1,2.5755121539361765
98,1,Mercato,1,107.16041711679955,4.5,70,61.035179797790235,0,4.566924492677028
99,2,Mercato,1,199.66089503739468,4,150,66.0043570352043,0,3.0249684776086205
100,1,Mercato,1,136.80669591488686,4.5,70,53.66496407562226,0,4.725674332268337
101,2,Mercato,1,150.502195263329,4.5,150,68.95757438821158,0,3.689477494300857
102,1,Mercato,1,70.54606327666055,4,70,68.99996070943119,1,4.919948110690322
103,2,Mercato,1,167.27883415572455,3.5,150,67.67941504282021,1,3.575274107355195
104,1,Mercato,1,102.36210932210136,4.5,70,51.45189873545465,1,4.911226080660566
105,2,Mercato,1,146.8466394044018,3,150,57.163481634490516,1,1.4878335044470616
106,1,Mercato,0,NA,3,70,67.05938522546894,0,4.879774146308802
107,2,Mercato,1,209.3092835316582,3.5,150,56.05130025096919,0,3.0289599712097437
108,1,Mercato,1,72.72680775582879,4.5,70,81.44170753485866,0,3.621849039642333
109,2,Mercato,0,NA,3.5,150,61.26747066322594,0,3.6402743727837694
110,1,Mercato,0,NA,4.5,70,61.37010879470147,1,4.69272405620125
111,2,Mercato,1,196.4252172980962,4,150,56.24448936251111,0,2.7945877559764005
112,1,Mercato,1,102.0777514381074,4.5,70,56.41606855545249,0,4.736427381129691
113,2,Mercato,0,NA,4,150,58.557797443830474,1,2.5976827812770664
114,1,Mercato,1,82.1105155890159,4.5,70,57.77868222029532,1,4.85810073348554
115,2,Mercato,1,170.08280788135417,3.5,150,60.67040590612676,0,2.936628115748071
1,1,InstaCart,0,NA,4.5,70,52.8312231971293,0,4.884500803113331
2,2,InstaCart,1,172.9235897665413,3.5,150,57.407893232376374,0,4.165407150989806
3,1,InstaCart,0,NA,4,70,57.368787615409516,1,4.929355497951074
4,2,InstaCart,0,NA,3.5,150,62.657627954505784,1,3.488493287024323
5,1,InstaCart,1,53.251975872312,4,70,62.95139633156185,0,4.31595829110745
6,2,InstaCart,0,NA,3,150,59.075139171189335,0,3.684821524326168
7,1,InstaCart,1,90.62841772295675,4.5,70,68.080143652108,1,4.511534238003393
8,2,InstaCart,0,NA,4.5,150,52.671760731818566,0,4.09860619633438
9,1,InstaCart,1,99.42800431290027,3.5,70,59.94200754996573,0,3.7089918166331453
10,2,InstaCart,0,NA,3.5,150,62.32610008420515,1,3.0667407126415642
11,1,InstaCart,1,89.3405759145071,3.5,70,57.69181524699042,1,3.6654729633930683
12,2,InstaCart,1,139.73817969395395,2.5,150,58.89102068689148,1,4.0942137560778535
13,1,InstaCart,1,73.30822145741101,3.5,70,55.84009551533354,0,4.832297480985322
14,2,InstaCart,0,NA,4,150,58.434620234593204,1,2.739214968750374
15,1,InstaCart,1,54.17396153946213,4.5,70,60.34265975951745,0,4.716783598249848
16,2,InstaCart,0,NA,4,150,54.85000218622464,0,3.31355481908892
17,1,InstaCart,1,96.0531030110204,4,70,58.420867652508825,0,4.5405892778320425
18,2,InstaCart,1,128.9231699420484,3,150,59.07625877382892,0,3.4142693022383974
19,1,InstaCart,1,61.7805519888905,4,70,56.65976231952022,0,4.07402057179623
20,2,InstaCart,1,149.25148654818153,2.5,150,50.83313863732786,0,3.6524103724317665
21,1,InstaCart,0,NA,3.5,70,66.90857846919037,0,4.764376988274201
22,2,InstaCart,1,146.5518457749452,4,150,63.89401105231431,1,3.5604026511106572
23,1,InstaCart,1,51.0633983326002,3.5,70,62.29441303164931,1,4.266182825272037
24,2,InstaCart,1,140.60271545256276,4,150,60.31924010449971,1,2.8531402815406044
25,1,InstaCart,1,74.03027404586426,4,70,56.8836730768576,1,4.794145293309907
26,2,InstaCart,1,198.67461361529462,4,150,66.18839545702181,0,2.7316459762394705
27,1,InstaCart,0,NA,3.5,70,63.31471403083208,0,4.9963766450374525
28,2,InstaCart,0,NA,3.5,150,59.21176548754748,0,3.1561307672952355
29,1,InstaCart,1,59.62889453917785,4.5,70,60.93255052278355,0,4.538848147633376
30,2,InstaCart,0,NA,4,150,50.66101430963953,1,3.044582347236527
31,1,InstaCart,1,46.842074950982365,3.5,70,54.86058708673077,0,3.74274206401372
32,2,InstaCart,0,NA,3,150,73.94774608808211,1,4.33910123316071
33,1,InstaCart,1,57.8414433716614,3.5,70,67.00348616530046,1,4.603252956997271
34,2,InstaCart,0,NA,3.5,150,67.54180605094896,0,3.6258862848630486
35,1,InstaCart,0,NA,4,70,58.283148002282545,1,4.7003243780396256
36,2,InstaCart,1,156.52186442884414,3,150,70.99318734865855,1,2.80508086085641
37,1,InstaCart,1,113.92269605011833,4,70,55.645023813367516,1,3.6962417360855824
38,2,InstaCart,0,NA,2.5,150,51.432981940984334,1,2.6678388126457313
39,1,InstaCart,1,60.286789620229776,3,70,61.436073617206034,1,4.77842176482382
40,2,InstaCart,0,NA,2,150,59.09613393391545,0,3.364912858237178
41,1,InstaCart,1,138.531496625179,4.5,70,68.07875542051481,1,4.7371690606432715
42,2,InstaCart,1,193.20447493319483,2.5,150,67.06048621281474,1,3.618643682961945
43,1,InstaCart,1,53.03157437185753,3.5,70,72.44877495910556,0,4.521246670905978
44,2,InstaCart,1,183.05492746468585,3,150,50.57679452948899,1,3.621962627059938
45,1,InstaCart,1,67.39889252249259,4,70,65.56063510509962,0,4.83208614644968
46,2,InstaCart,1,187.6977010128662,2.5,150,53.90990624537545,1,3.032740964119708
47,1,InstaCart,1,53.7905590859061,3.5,70,64.75942177928927,0,4.271249347792622
48,2,InstaCart,0,NA,3.5,150,67.16845111508763,0,3.0696414126553035
49,1,InstaCart,1,38.97385119875807,4,70,56.483019741148205,1,4.3815029769607525
50,2,InstaCart,1,194.3790408402793,4,150,54.192855470931804,0,3.3083574020238258
51,1,InstaCart,1,81.51362383054003,4,70,57.42569485485249,0,4.879442662576532
52,2,InstaCart,1,145.27502356767678,3,150,54.28516317368353,0,2.918833842941306
53,1,InstaCart,1,125.98190116510463,3.5,70,51.903959255491266,0,3.975201037275215
54,2,InstaCart,0,NA,4,150,64.76254699336364,0,3.83387852943352
55,1,InstaCart,1,46.035755804878576,4,70,52.54867909271153,1,3.71136406666636
56,2,InstaCart,0,NA,4,150,56.390747958945646,1,4.9258007930274035
57,1,InstaCart,0,NA,4,70,51.46457004577012,1,3.1815658279866925
58,2,InstaCart,1,153.29468583861416,3.5,150,55.607490896596836,1,4.191394884107118
59,1,InstaCart,1,39.037773071497924,4.5,70,56.11320753039666,1,4.73647906856769
60,2,InstaCart,0,NA,4.5,150,62.658683636050824,1,2.810704099340963
61,1,InstaCart,1,76.19103124816627,4,70,55.9919232047055,1,4.182843811072946
62,2,InstaCart,1,157.67411836199702,3,150,51.53396893578753,1,3.011869028964245
63,1,InstaCart,1,124.12312120668489,4,70,58.204963858125154,1,4.050830088692295
64,2,InstaCart,0,NA,3.5,150,50.130293613651276,0,4.0314428122115915
65,1,InstaCart,1,86.89194805171049,3,70,56.7493394759172,0,4.156828480738047
66,2,InstaCart,0,NA,3,150,54.982433509119595,1,3.8106997542577195
67,1,InstaCart,1,31.73831247442095,4.5,70,58.00017934817138,0,4.492405754868358
68,2,InstaCart,1,179.3781126125413,2,150,60.01418980090004,0,3.534602767265726
69,1,InstaCart,1,93.27428889194151,3,70,54.513844495895704,1,4.731708279727011
70,2,InstaCart,1,195.7383972399839,4,150,50.44951164618462,1,2.603020304024061
71,1,InstaCart,1,32.31465908414636,4,70,77.40687335088407,0,4.395189720324759
72,2,InstaCart,1,189.23791978162257,2.5,150,54.26704151288882,0,3.1355589469517
73,1,InstaCart,1,49.7255259201735,4,70,57.826380912724225,0,4.403077343722393
74,2,InstaCart,0,NA,3,150,52.105763423238024,0,4.179314261750047
75,1,InstaCart,1,97.4902766266144,4,70,57.33947373074173,1,3.744544513123826
76,2,InstaCart,1,146.6901951007178,3.5,150,55.938111740190486,0,2.9149451238772706
77,1,InstaCart,1,56.557241753729656,4,70,68.17020829854067,0,4.968348690906548
78,2,InstaCart,0,NA,4,150,64.63886557558448,1,4.539518130266428
79,1,InstaCart,1,45.143279550683516,4,70,63.81503207053066,0,3.3493054793756185
80,2,InstaCart,0,NA,3,150,53.766763784871706,0,4.052975710160488
81,1,InstaCart,1,40.178817192797084,4.5,70,59.537384002017106,0,3.906397519446725
82,2,InstaCart,0,NA,3,150,65.99832324829802,0,3.5382138857437777
83,1,InstaCart,1,183.53320490295292,4.5,70,53.17273512241786,1,4.030211076958271
84,2,InstaCart,0,NA,2,150,67.09560424315272,1,2.8787131784212665
85,1,InstaCart,0,NA,3,70,53.829728566457185,0,4.739481566477538
86,2,InstaCart,1,172.43809357823798,3.5,150,73.57155410160885,1,3.6958483940796025
87,1,InstaCart,1,53.26005895476427,4.5,70,68.2516733761288,1,4.096578855478698
88,2,InstaCart,1,179.32605573986694,3.5,150,52.08413438498683,0,2.8923663622514217
89,1,InstaCart,1,87.70503771502483,3.5,70,55.7302351830979,1,4.693947007968651
90,2,InstaCart,1,146.91808017694623,2.5,150,53.344605883870244,1,3.290184129462857
91,1,InstaCart,1,66.6086471005702,4,70,50.715409919599495,0,4.255973741531709
92,2,InstaCart,1,150.75801533948203,3.5,150,60.356676964519224,1,3.893238303620704
93,1,InstaCart,1,51.59099512043461,4,70,56.46134204577878,0,4.917602406676697
94,2,InstaCart,1,232.1246320779506,3.5,150,62.260102638877854,1,3.939158988732219
95,1,InstaCart,0,NA,4.5,70,66.84466513365317,0,4.3299291659828425
96,2,InstaCart,0,NA,3,150,58.48390909094675,0,3.1336149398948763
97,1,InstaCart,1,68.9221840736877,3.5,70,60.7927248522078,1,4.709290779389651
98,2,InstaCart,0,NA,3,150,61.035179797790235,0,3.154999064637385
99,1,InstaCart,1,69.77731551481567,3.5,70,66.0043570352043,0,4.0460873611153
100,2,InstaCart,1,232.0107950934487,2.5,150,53.66496407562226,0,4.161733735932191
101,1,InstaCart,1,64.21596450690885,4.5,70,68.95757438821158,0,4.527658304122557
102,2,InstaCart,1,162.5082620426443,4,150,68.99996070943119,1,3.096821488080563
103,1,InstaCart,1,145.3112829547744,3.5,70,67.67941504282021,1,3.8536966122497436
104,2,InstaCart,0,NA,4,150,51.45189873545465,1,3.7060577159225563
105,1,InstaCart,0,NA,4,70,57.163481634490516,1,4.696539722925321
